시도,시군구,연령,발생건수,사망자수,부상자수,중상,경상,부상신고
경북,봉화군,61-64세,15,0,25,7,16,2
경북,봉화군,65세이상,42,1,80,30,42,8
경북,울진군,12세이하,2,0,2,0,1,1
경북,울진군,13-20세,4,0,4,1,2,1
경북,울진군,21-30세,27,4,35,21,12,2
경북,울진군,31-40세,28,2,37,21,15,1
경북,울진군,41-50세,48,2,69,34,28,7
경북,울진군,51-60세,51,0,75,31,43,1
경북,울진군,61-64세,11,0,20,7,11,2
경북,울진군,65세이상,48,4,56,23,29,4
경북,울진군,불명,3,0,3,1,2,0
경북,울릉군,13-20세,1,0,4,2,2,0
경북,울릉군,21-30세,2,0,2,1,1,0
경북,울릉군,31-40세,3,0,3,1,2,0
경북,울릉군,51-60세,8,0,16,7,9,0
경북,울릉군,65세이상,3,0,7,4,2,1
경북,경산시,12세이하,11,0,12,3,7,2
경북,경산시,13-20세,96,3,146,42,92,12
경북,경산시,21-30세,248,6,360,109,234,17
경북,경산시,31-40세,228,4,302,80,216,6
경북,경산시,41-50세,316,6,451,112,328,11
경북,경산시,51-60세,344,5,481,127,326,28
경북,경산시,61-64세,73,4,94,31,61,2
경북,경산시,65세이상,146,4,205,64,133,8
경북,경산시,불명,38,0,39,8,30,1
경남,진주시,12세이하,4,0,4,1,3,0
경남,진주시,13-20세,42,0,56,27,17,12
경남,진주시,21-30세,136,4,192,102,84,6
경남,진주시,31-40세,146,7,198,116,77,5
경남,진주시,41-50세,222,6,312,158,150,4
경남,진주시,51-60세,279,4,373,212,155,6
경남,진주시,61-64세,60,4,82,44,37,1
경남,진주시,65세이상,110,11,141,71,66,4
경남,진주시,불명,11,0,17,4,12,1
경남,통영시,12세이하,2,0,2,0,1,1
경남,통영시,13-20세,24,0,42,13,27,2
경남,통영시,21-30세,80,1,133,50,76,7
경남,통영시,31-40세,175,3,246,91,151,4
경남,통영시,41-50세,193,0,264,106,149,9
경남,통영시,51-60세,218,8,321,123,189,9
경남,통영시,61-64세,45,1,74,29,40,5
경남,통영시,65세이상,70,2,113,48,62,3
경남,통영시,불명,8,0,8,2,4,2
경남,김해시,12세이하,3,0,3,1,2,0
경남,김해시,13-20세,136,1,185,69,101,15
경남,김해시,21-30세,302,5,436,181,232,23
경남,김해시,31-40세,418,6,607,251,324,32
경남,김해시,41-50세,573,5,854,351,471,32
경남,김해시,51-60세,586,18,891,380,478,33
경남,김해시,61-64세,109,5,146,63,78,5
경남,김해시,65세이상,153,3,230,97,121,12
경남,김해시,불명,37,0,49,21,24,4
경남,밀양시,12세이하,1,0,1,1,0,0
경남,밀양시,13-20세,19,0,28,7,17,4
경남,밀양시,21-30세,48,1,68,29,37,2
경남,밀양시,31-40세,57,1,77,29,45,3
경남,밀양시,41-50세,105,5,142,64,75,3
경남,밀양시,51-60세,163,11,225,92,121,12
경남,밀양시,61-64세,42,3,61,20,35,6
경남,밀양시,65세이상,48,1,62,27,35,0
경남,밀양시,불명,6,0,8,3,5,0
경남,거제시,13-20세,46,0,56,26,26,4
경남,거제시,21-30세,191,3,274,80,169,25
경남,거제시,31-40세,275,3,405,133,245,27
경남,거제시,41-50세,321,5,566,207,316,43
경남,거제시,51-60세,275,2,404,130,247,27
경남,거제시,61-64세,59,0,116,25,79,12
경남,거제시,65세이상,61,1,88,32,55,1
경남,거제시,불명,26,0,34,9,23,2
경남,의령군,21-30세,8,0,10,4,6,0
경남,의령군,31-40세,11,0,26,7,13,6
경남,의령군,41-50세,27,0,38,14,21,3
경남,의령군,51-60세,29,2,34,26,8,0
경남,의령군,61-64세,11,0,15,4,11,0
경남,의령군,65세이상,33,4,53,25,24,4
경남,의령군,불명,1,0,1,0,0,1
경남,함안군,13-20세,7,0,18,13,5,0
경남,함안군,21-30세,46,2,83,30,53,0
경남,함안군,31-40세,50,5,86,36,49,1
경남,함안군,41-50세,81,7,112,39,68,5
경남,함안군,51-60세,93,8,131,54,68,9
경남,함안군,61-64세,19,1,34,16,18,0
경남,함안군,65세이상,57,4,85,43,40,2
경남,함안군,불명,6,0,15,1,13,1
경남,창녕군,12세이하,1,0,1,1,0,0
경남,창녕군,13-20세,5,0,7,5,1,1
경남,창녕군,21-30세,21,0,39,17,22,0
경남,창녕군,31-40세,30,3,40,18,20,2
경남,창녕군,41-50세,72,5,102,50,48,4
경남,창녕군,51-60세,96,4,146,59,86,1
경남,창녕군,61-64세,17,4,23,13,10,0
경남,창녕군,65세이상,81,7,119,63,53,3
경남,창녕군,불명,2,0,6,4,2,0
경남,양산시,12세이하,2,0,2,0,1,1
경남,양산시,13-20세,53,1,63,17,30,16
경남,양산시,21-30세,168,4,232,65,122,45
경남,양산시,31-40세,238,2,334,84,180,70
경남,양산시,41-50세,323,7,484,126,249,109
경남,양산시,51-60세,359,8,547,133,299,115
경남,양산시,61-64세,64,1,95,23,50,22
경남,양산시,65세이상,120,2,172,51,76,45
경남,양산시,불명,27,0,31,5,19,7
경남,고성군,13-20세,4,0,5,1,4,0
경남,고성군,21-30세,25,2,32,16,16,0
경남,고성군,31-40세,55,4,75,25,50,0
경남,고성군,41-50세,62,3,99,42,57,0
경남,고성군,51-60세,83,4,120,47,72,1
경남,고성군,61-64세,24,2,34,11,22,1
경남,고성군,65세이상,42,9,53,26,27,0
경남,사천시,12세이하,1,0,1,1,0,0
경남,사천시,13-20세,27,0,38,10,23,5
경남,사천시,21-30세,69,2,130,33,84,13
경남,사천시,31-40세,123,6,205,42,124,39
경남,사천시,41-50세,183,4,306,74,202,30
경남,사천시,51-60세,216,5,374,86,220,68
경남,사천시,61-64세,45,1,65,22,36,7
경남,사천시,65세이상,97,13,131,38,64,29
경남,사천시,불명,12,0,16,2,13,1
경남,남해군,13-20세,9,0,11,3,5,3
경남,남해군,21-30세,24,2,47,18,26,3
경남,남해군,31-40세,16,0,26,9,15,2
경남,남해군,41-50세,38,0,58,30,22,6
경남,남해군,51-60세,56,6,83,38,41,4
경남,남해군,61-64세,11,1,20,12,6,2
경남,남해군,65세이상,55,2,80,33,38,9
경남,하동군,13-20세,1,0,2,2,0,0
경남,하동군,21-30세,20,0,30,9,20,1
경남,하동군,31-40세,15,0,24,14,8,2
경남,하동군,41-50세,51,3,75,34,32,9
경남,하동군,51-60세,60,6,72,25,45,2
경남,하동군,61-64세,11,0,17,6,10,1
경남,하동군,65세이상,36,4,49,25,21,3
경남,하동군,불명,1,0,4,0,4,0
경남,산청군,13-20세,3,0,4,2,1,1
경남,산청군,21-30세,7,0,21,12,7,2
경남,산청군,31-40세,19,1,23,19,3,1
경남,산청군,41-50세,24,0,55,32,19,4
경남,산청군,51-60세,45,4,65,38,22,5
경남,산청군,61-64세,6,0,11,2,7,2
경남,산청군,65세이상,47,5,69,37,26,6
경남,산청군,불명,1,0,1,0,0,1
경남,함양군,12세이하,4,0,4,1,0,3
경남,함양군,13-20세,3,0,5,2,1,2
경남,함양군,21-30세,5,0,14,4,10,0
경남,함양군,31-40세,32,1,45,21,8,16
경남,함양군,41-50세,44,3,73,39,26,8
경남,함양군,51-60세,42,4,66,29,23,14
경남,함양군,61-64세,15,1,18,9,1,8
경남,함양군,65세이상,30,1,40,22,12,6
경남,거창군,12세이하,1,0,1,0,0,1
경남,거창군,13-20세,23,1,24,10,9,5
경남,거창군,21-30세,24,1,29,12,14,3
경남,거창군,31-40세,27,0,30,16,12,2
경남,거창군,41-50세,78,3,98,54,38,6
경남,거창군,51-60세,53,2,75,32,34,9
경남,거창군,61-64세,18,1,26,7,16,3
경남,거창군,65세이상,47,2,58,30,21,7
경남,거창군,불명,1,0,1,0,0,1
경남,합천군,13-20세,2,0,2,1,1,0
경남,합천군,21-30세,12,0,15,9,6,0
경남,합천군,31-40세,19,2,20,5,14,1
경남,합천군,41-50세,43,3,76,41,33,2
경남,합천군,51-60세,51,5,62,43,16,3
경남,합천군,61-64세,13,0,16,6,10,0
경남,합천군,65세이상,35,3,49,18,28,3
경남,합천군,불명,1,0,1,0,1,0
경남,창원시(통합),12세이하,2,0,2,2,0,0
경남,창원시(통합),13-20세,106,3,142,54,82,6
경남,창원시(통합),21-30세,450,8,677,204,446,27
경남,창원시(통합),31-40세,574,14,847,307,520,20
경남,창원시(통합),41-50세,777,13,1137,445,660,32
경남,창원시(통합),51-60세,890,19,1383,467,863,53
경남,창원시(통합),61-64세,231,6,310,101,199,10
경남,창원시(통합),65세이상,297,10,420,130,269,21
경남,창원시(통합),불명,60,0,66,12,33,21
제주,제주시,12세이하,9,0,9,2,2,5
제주,제주시,13-20세,98,2,150,31,99,20
제주,제주시,21-30세,597,9,961,242,635,84
제주,제주시,31-40세,661,12,984,217,671,96
제주,제주시,41-50세,781,9,1217,261,861,95
제주,제주시,51-60세,703,17,1072,215,763,94
제주,제주시,61-64세,155,3,234,64,150,20
제주,제주시,65세이상,268,6,400,115,242,43
제주,제주시,불명,110,0,119,18,69,32
제주,서귀포시,12세이하,1,0,1,0,0,1
제주,서귀포시,13-20세,39,1,56,20,19,17
제주,서귀포시,21-30세,215,7,367,119,173,75
제주,서귀포시,31-40세,211,2,346,111,182,53
제주,서귀포시,41-50세,263,10,401,123,215,63
제주,서귀포시,51-60세,260,6,420,139,238,43
제주,서귀포시,61-64세,72,2,126,42,70,14
제주,서귀포시,65세이상,192,6,269,89,118,62
제주,서귀포시,불명,10,1,10,1,4,5
대구,중구,12세이하,2,0,2,0,2,0
대구,중구,13-20세,65,0,86,18,37,31
대구,중구,21-30세,235,1,368,76,231,61
대구,중구,31-40세,178,1,266,49,180,37
대구,중구,41-50세,207,0,307,70,213,24
대구,중구,51-60세,258,1,369,89,240,40
대구,중구,61-64세,70,0,103,27,66,10
대구,중구,65세이상,134,4,193,42,120,31
대구,중구,불명,70,0,75,12,32,31
대구,동구,12세이하,2,0,2,0,1,1
대구,동구,13-20세,61,1,125,24,79,22
대구,동구,21-30세,246,2,352,93,235,24
대구,동구,31-40세,288,2,424,88,311,25
대구,동구,41-50세,335,4,490,117,340,33
대구,동구,51-60세,455,3,680,145,490,45
대구,동구,61-64세,118,1,160,40,109,11
대구,동구,65세이상,196,2,275,87,161,27
대구,동구,불명,36,0,38,9,23,6
대구,서구,12세이하,3,0,3,0,2,1
대구,서구,13-20세,54,2,78,24,42,12
대구,서구,21-30세,174,2,264,64,169,31
대구,서구,31-40세,203,2,322,73,222,27
대구,서구,41-50세,324,2,480,131,303,46
대구,서구,51-60세,391,3,591,161,387,43
대구,서구,61-64세,113,2,153,49,97,7
대구,서구,65세이상,141,0,190,72,106,12
대구,서구,불명,48,0,48,6,27,15
대구,남구,12세이하,5,0,5,2,1,2
대구,남구,13-20세,40,0,52,7,36,9
대구,남구,21-30세,145,1,238,59,158,21
대구,남구,31-40세,154,1,218,62,140,16
대구,남구,41-50세,170,2,232,66,152,14
대구,남구,51-60세,240,0,332,68,241,23
대구,남구,61-64세,82,0,114,38,71,5
대구,남구,65세이상,100,3,129,26,95,8
대구,남구,불명,36,0,38,3,30,5
대구,북구,12세이하,10,0,11,1,6,4
대구,북구,13-20세,136,1,200,38,122,40
대구,북구,21-30세,310,7,470,115,307,48
대구,북구,31-40세,380,7,543,132,375,36
대구,북구,41-50세,524,3,739,211,483,45
대구,북구,51-60세,626,6,920,246,626,48
대구,북구,61-64세,130,3,187,40,137,10
대구,북구,65세이상,253,3,351,98,216,37
대구,북구,불명,61,0,69,19,37,13
대구,수성구,12세이하,4,0,4,2,1,1
대구,수성구,13-20세,112,2,147,51,71,25
대구,수성구,21-30세,310,9,473,129,302,42
대구,수성구,31-40세,342,5,518,152,337,29
대구,수성구,41-50세,515,3,747,217,479,51
대구,수성구,51-60세,479,4,677,191,449,37
대구,수성구,61-64세,94,1,119,35,72,12
대구,수성구,65세이상,193,5,278,79,170,29
대구,수성구,불명,71,0,80,14,56,10
대구,달서구,12세이하,13,0,14,2,8,4
대구,달서구,13-20세,204,2,261,61,161,39
대구,달서구,21-30세,493,7,741,180,507,54
대구,달서구,31-40세,555,3,810,181,572,57
대구,달서구,41-50세,768,7,1068,237,753,78
대구,달서구,51-60세,856,9,1226,257,896,73
대구,달서구,61-64세,210,3,291,71,200,20
대구,달서구,65세이상,287,2,396,77,291,28
대구,달서구,불명,107,0,115,18,63,34
대구,달성군,12세이하,5,0,5,2,3,0
대구,달성군,13-20세,37,0,51,14,26,11
대구,달성군,21-30세,110,4,162,57,92,13
대구,달성군,31-40세,133,3,210,65,132,13
대구,달성군,41-50세,171,7,255,86,160,9
대구,달성군,51-60세,198,4,295,85,196,14
대구,달성군,61-64세,41,3,53,23,28,2
대구,달성군,65세이상,86,6,117,41,68,8
대구,달성군,불명,25,0,28,6,18,4
인천,중구,12세이하,1,0,1,0,0,1
인천,중구,13-20세,25,0,44,5,27,12
인천,중구,21-30세,75,6,120,24,83,13
인천,중구,31-40세,81,0,134,37,88,9
인천,중구,41-50세,116,3,208,61,125,22
인천,중구,51-60세,112,2,187,58,114,15
인천,중구,61-64세,21,0,32,10,21,1
인천,중구,65세이상,33,0,47,11,29,7
인천,중구,불명,17,0,17,2,11,4
인천,동구,13-20세,6,0,8,4,3,1
인천,동구,21-30세,6,0,10,3,6,1
인천,동구,31-40세,19,0,34,7,27,0
인천,동구,41-50세,36,2,50,15,32,3
인천,동구,51-60세,32,2,49,19,28,2
인천,동구,61-64세,6,0,7,3,4,0
인천,동구,65세이상,18,1,24,11,10,3
인천,동구,불명,10,0,10,2,4,4
인천,남구,13-20세,57,2,71,19,38,14
인천,남구,21-30세,190,1,333,71,246,16
인천,남구,31-40세,212,2,304,65,219,20
인천,남구,41-50세,281,5,399,79,302,18
인천,남구,51-60세,332,3,442,88,334,20
인천,남구,61-64세,88,3,133,32,94,7
인천,남구,65세이상,113,2,166,53,107,6
인천,남구,불명,54,0,57,4,36,17
인천,부평구,12세이하,3,0,4,0,3,1
인천,부평구,13-20세,58,1,79,36,38,5
인천,부평구,21-30세,238,0,379,108,258,13
인천,부평구,31-40세,252,5,391,107,269,15
인천,부평구,41-50세,333,5,516,145,356,15
인천,부평구,51-60세,336,5,455,130,311,14
인천,부평구,61-64세,66,1,98,22,68,8
인천,부평구,65세이상,94,0,127,51,74,2
인천,부평구,불명,67,0,71,8,47,16
인천,남동구,12세이하,1,0,1,0,1,0
인천,남동구,13-20세,57,1,79,18,56,5
인천,남동구,21-30세,294,3,478,105,361,12
인천,남동구,31-40세,359,1,557,125,416,16
인천,남동구,41-50세,440,5,680,162,496,22
인천,남동구,51-60세,468,4,665,178,465,22
인천,남동구,61-64세,129,2,186,48,135,3
인천,남동구,65세이상,152,3,252,66,181,5
인천,남동구,불명,79,0,95,15,57,23
인천,서구,12세이하,3,0,3,0,2,1
인천,서구,13-20세,55,2,71,16,49,6
인천,서구,21-30세,204,4,336,87,239,10
인천,서구,31-40세,239,5,359,87,250,22
인천,서구,41-50세,331,7,561,143,394,24
인천,서구,51-60세,359,3,590,151,422,17
인천,서구,61-64세,61,1,104,26,69,9
인천,서구,65세이상,78,4,109,38,68,3
인천,서구,불명,74,0,81,8,49,24
인천,연수구,13-20세,18,1,30,10,17,3
인천,연수구,21-30세,118,1,187,61,124,2
인천,연수구,31-40세,128,2,207,52,149,6
인천,연수구,41-50세,173,6,257,83,170,4
인천,연수구,51-60세,162,2,249,72,175,2
인천,연수구,61-64세,33,3,43,17,26,0
인천,연수구,65세이상,47,0,71,28,41,2
인천,연수구,불명,27,0,29,9,16,4
인천,계양구,12세이하,3,0,3,1,2,0
인천,계양구,13-20세,45,1,52,23,26,3
인천,계양구,21-30세,111,0,157,50,98,9
인천,계양구,31-40세,160,2,228,74,146,8
인천,계양구,41-50세,245,5,358,95,250,13
인천,계양구,51-60세,270,5,397,132,256,9
인천,계양구,61-64세,56,3,108,40,67,1
인천,계양구,65세이상,61,2,81,27,52,2
인천,계양구,불명,18,0,18,3,12,3
인천,강화군,13-20세,4,0,4,0,2,2
인천,강화군,21-30세,21,0,44,20,23,1
인천,강화군,31-40세,27,0,45,24,21,0
인천,강화군,41-50세,48,2,68,31,37,0
인천,강화군,51-60세,69,0,118,54,61,3
인천,강화군,61-64세,25,1,32,17,14,1
인천,강화군,65세이상,40,1,54,29,23,2
인천,강화군,불명,5,0,5,2,2,1
인천,옹진군,21-30세,6,0,14,7,7,0
인천,옹진군,31-40세,6,1,6,4,2,0
인천,옹진군,41-50세,9,1,17,3,13,1
인천,옹진군,51-60세,10,0,15,4,11,0
인천,옹진군,61-64세,2,0,3,0,3,0
인천,옹진군,65세이상,7,1,8,2,5,1
인천,옹진군,불명,2,0,2,0,1,1
광주,동구,13-20세,30,0,49,7,39,3
광주,동구,21-30세,126,2,195,27,161,7
광주,동구,31-40세,83,1,129,17,107,5
광주,동구,41-50세,130,1,193,30,157,6
광주,동구,51-60세,167,0,270,34,229,7
광주,동구,61-64세,43,0,67,7,58,2
광주,동구,65세이상,83,3,129,16,109,4
광주,동구,불명,10,0,11,4,7,0
광주,서구,12세이하,3,0,3,1,2,0
광주,서구,13-20세,70,2,111,19,90,2
광주,서구,21-30세,359,6,649,76,559,14
광주,서구,31-40세,422,5,688,81,598,9
광주,서구,41-50세,420,3,700,87,601,12
광주,서구,51-60세,483,4,729,94,619,16
광주,서구,61-64세,107,0,159,22,135,2
광주,서구,65세이상,161,3,254,33,218,3
광주,서구,불명,74,0,83,11,68,4
광주,북구,12세이하,2,0,2,0,1,1
광주,북구,13-20세,96,1,143,39,93,11
광주,북구,21-30세,350,3,584,72,497,15
광주,북구,31-40세,361,8,621,90,518,13
광주,북구,41-50세,433,5,704,84,608,12
광주,북구,51-60세,533,7,834,110,716,8
광주,북구,61-64세,119,3,191,27,160,4
광주,북구,65세이상,190,3,301,36,256,9
광주,북구,불명,87,0,95,9,73,13
광주,광산구,12세이하,2,0,2,0,2,0
광주,광산구,13-20세,88,1,133,15,109,9
광주,광산구,21-30세,274,3,470,51,403,16
광주,광산구,31-40세,393,3,654,85,552,17
광주,광산구,41-50세,539,9,878,105,753,20
광주,광산구,51-60세,433,3,731,76,636,19
광주,광산구,61-64세,75,4,131,17,111,3
광주,광산구,65세이상,131,4,204,35,163,6
광주,광산구,불명,65,0,74,5,59,10
광주,남구,12세이하,1,0,1,0,0,1
광주,남구,13-20세,26,0,34,5,25,4
광주,남구,21-30세,134,3,228,35,180,13
광주,남구,31-40세,156,1,256,24,219,13
광주,남구,41-50세,187,3,274,45,221,8
광주,남구,51-60세,255,1,418,50,346,22
광주,남구,61-64세,52,0,65,11,52,2
광주,남구,65세이상,79,2,115,18,92,5
광주,남구,불명,32,0,34,2,25,7
대전,동구,12세이하,1,0,1,1,0,0
대전,동구,13-20세,40,0,61,8,50,3
대전,동구,21-30세,181,4,262,61,195,6
대전,동구,31-40세,182,1,292,65,220,7
대전,동구,41-50세,237,3,323,70,247,6
대전,동구,51-60세,360,6,495,120,366,9
대전,동구,61-64세,57,2,71,16,52,3
대전,동구,65세이상,127,6,178,49,129,0
대전,동구,불명,9,0,11,3,7,1
대전,중구,12세이하,1,0,1,0,1,0
대전,중구,13-20세,42,0,76,24,52,0
대전,중구,21-30세,134,3,220,66,153,1
대전,중구,31-40세,194,1,317,59,253,5
대전,중구,41-50세,282,3,430,106,320,4
대전,중구,51-60세,322,3,473,125,345,3
대전,중구,61-64세,89,1,124,32,89,3
대전,중구,65세이상,111,3,175,49,125,1
대전,중구,불명,42,0,51,6,41,4
대전,서구,12세이하,1,0,1,0,1,0
대전,서구,13-20세,58,2,82,20,62,0
대전,서구,21-30세,420,8,652,107,527,18
대전,서구,31-40세,404,4,613,130,473,10
대전,서구,41-50세,517,4,828,163,647,18
대전,서구,51-60세,530,2,794,183,597,14
대전,서구,61-64세,109,3,168,26,135,7
대전,서구,65세이상,145,0,237,53,171,13
대전,서구,불명,81,0,89,10,70,9
대전,유성구,13-20세,35,2,52,11,41,0
대전,유성구,21-30세,213,5,318,90,222,6
대전,유성구,31-40세,314,9,496,108,379,9
대전,유성구,41-50세,350,3,551,133,404,14
대전,유성구,51-60세,344,1,555,126,422,7
대전,유성구,61-64세,57,2,101,22,77,2
대전,유성구,65세이상,97,1,151,24,123,4
대전,유성구,불명,39,0,44,4,38,2
대전,대덕구,13-20세,18,0,33,3,24,6
대전,대덕구,21-30세,123,2,191,55,128,8
대전,대덕구,31-40세,114,1,151,56,90,5
대전,대덕구,41-50세,181,4,260,83,171,6
대전,대덕구,51-60세,221,7,322,82,235,5
대전,대덕구,61-64세,29,0,40,14,26,0
대전,대덕구,65세이상,68,1,95,24,70,1
대전,대덕구,불명,22,0,28,5,20,3
울산,중구,12세이하,1,0,1,1,0,0
울산,중구,13-20세,53,1,79,23,45,11
울산,중구,21-30세,140,3,218,62,135,21
울산,중구,31-40세,180,4,263,77,164,22
울산,중구,41-50세,215,0,310,82,209,19
울산,중구,51-60세,258,1,380,105,247,28
울산,중구,61-64세,67,0,92,21,66,5
울산,중구,65세이상,96,2,143,46,81,16
울산,중구,불명,26,0,30,4,15,11
울산,남구,12세이하,2,0,2,1,1,0
울산,남구,13-20세,49,2,66,17,43,6
울산,남구,21-30세,301,1,454,116,316,22
울산,남구,31-40세,303,4,408,102,284,22
울산,남구,41-50세,448,4,636,177,431,28
울산,남구,51-60세,421,6,616,172,430,14
울산,남구,61-64세,106,0,150,38,107,5
울산,남구,65세이상,106,5,152,49,95,8
울산,남구,불명,70,0,80,11,63,6
울산,동구,13-20세,24,2,32,8,23,1
울산,동구,21-30세,111,1,150,55,92,3
울산,동구,31-40세,110,2,143,58,79,6
울산,동구,41-50세,121,3,162,55,106,1
울산,동구,51-60세,125,2,168,59,108,1
울산,동구,61-64세,42,1,56,21,35,0
울산,동구,65세이상,33,1,40,16,24,0
울산,동구,불명,26,0,27,7,17,3
울산,북구,12세이하,2,0,2,0,2,0
울산,북구,13-20세,42,1,55,20,26,9
울산,북구,21-30세,137,4,236,60,155,21
울산,북구,31-40세,151,3,257,74,159,24
울산,북구,41-50세,215,2,355,105,216,34
울산,북구,51-60세,198,5,340,103,215,22
울산,북구,61-64세,42,1,56,16,37,3
울산,북구,65세이상,47,1,78,19,50,9
울산,북구,불명,12,0,14,3,8,3
울산,울주군,13-20세,26,0,38,9,20,9
울산,울주군,21-30세,134,4,197,54,110,33
울산,울주군,31-40세,169,5,248,72,132,44
울산,울주군,41-50세,288,6,461,134,268,59
울산,울주군,51-60세,275,8,450,134,259,57
울산,울주군,61-64세,78,3,127,44,62,21
울산,울주군,65세이상,98,6,148,42,85,21
울산,울주군,불명,20,0,23,3,16,4
세종,세종,12세이하,1,0,1,0,1,0
세종,세종,13-20세,13,0,22,10,11,1
세종,세종,21-30세,64,3,117,44,67,6
세종,세종,31-40세,110,2,185,59,121,5
세종,세종,41-50세,150,3,264,91,164,9
세종,세종,51-60세,117,3,194,72,117,5
세종,세종,61-64세,25,1,33,12,19,2
세종,세종,65세이상,46,7,61,20,39,2
세종,세종,불명,10,0,10,3,6,1
