시도,시군구,도로형태,발생건수,사망자수,부상자수,중상,경상,부상신고
경북,울릉군,기타단일로,16,0,31,15,15,1
경북,울릉군,기타/불명,1,0,1,0,1,0
경북,경산시,터널안,1,0,2,0,2,0
경북,경산시,교량위,5,0,9,2,7,0
경북,경산시,지하차도(도로)내,1,0,1,0,1,0
경북,경산시,기타단일로,745,21,1009,271,705,33
경북,경산시,교차로내,479,7,694,210,455,29
경북,경산시,교차로부근,218,2,315,80,214,21
경북,경산시,철길건널목,1,1,0,0,0,0
경북,경산시,횡단보도상,24,1,27,7,18,2
경북,경산시,횡단보도부근,3,0,3,1,2,0
경북,경산시,기타/불명,23,0,30,5,23,2
경남,진주시,터널안,1,0,4,2,2,0
경남,진주시,교량위,6,0,12,6,6,0
경남,진주시,고가도로위,1,0,2,0,1,1
경남,진주시,지하차도(도로)내,1,0,1,1,0,0
경남,진주시,기타단일로,429,22,602,326,264,12
경남,진주시,교차로내,339,3,462,235,213,14
경남,진주시,교차로부근,179,9,239,127,102,10
경남,진주시,횡단보도상,40,1,39,27,10,2
경남,진주시,횡단보도부근,5,0,5,4,1,0
경남,진주시,기타/불명,9,1,9,7,2,0
경남,통영시,터널안,1,0,4,3,1,0
경남,통영시,교량위,6,0,14,3,11,0
경남,통영시,기타단일로,380,8,549,212,316,21
경남,통영시,교차로내,263,5,403,162,223,18
경남,통영시,교차로부근,126,2,192,58,133,1
경남,통영시,횡단보도상,30,0,32,21,10,1
경남,통영시,횡단보도부근,7,0,7,3,3,1
경남,통영시,기타/불명,2,0,2,0,2,0
경남,김해시,터널안,5,0,8,2,6,0
경남,김해시,교량위,13,1,26,8,16,2
경남,김해시,고가도로위,1,0,5,4,1,0
경남,김해시,지하차도(도로)내,2,0,2,1,1,0
경남,김해시,기타단일로,1068,19,1597,653,873,71
경남,김해시,교차로내,754,10,1149,479,607,63
경남,김해시,교차로부근,366,8,491,199,274,18
경남,김해시,횡단보도상,67,2,76,47,28,1
경남,김해시,횡단보도부근,13,0,15,10,5,0
경남,김해시,기타/불명,28,3,32,11,20,1
경남,밀양시,터널안,2,0,3,2,1,0
경남,밀양시,교량위,7,2,5,3,2,0
경남,밀양시,기타단일로,230,15,313,127,166,20
경남,밀양시,교차로내,173,2,249,100,141,8
경남,밀양시,교차로부근,57,2,82,25,55,2
경남,밀양시,횡단보도상,15,1,15,12,3,0
경남,밀양시,횡단보도부근,1,0,1,0,1,0
경남,밀양시,기타/불명,4,0,4,3,1,0
경남,거제시,터널안,4,0,11,1,7,3
경남,거제시,교량위,3,0,3,1,2,0
경남,거제시,기타단일로,648,10,1068,353,626,89
경남,거제시,교차로내,374,1,545,191,319,35
경남,거제시,교차로부근,165,3,240,59,169,12
경남,거제시,횡단보도상,33,0,34,20,13,1
경남,거제시,횡단보도부근,5,0,6,4,2,0
경남,거제시,기타/불명,22,0,36,13,22,1
경남,의령군,교량위,1,0,4,3,1,0
경남,의령군,기타단일로,73,4,101,47,48,6
경남,의령군,교차로내,36,2,56,21,28,7
경남,의령군,교차로부근,9,0,15,8,6,1
경남,의령군,횡단보도부근,1,0,1,1,0,0
경남,함안군,터널안,5,1,13,1,11,1
경남,함안군,교량위,3,0,7,1,5,1
경남,함안군,기타단일로,168,20,280,120,153,7
경남,함안군,교차로내,107,5,165,69,91,5
경남,함안군,교차로부근,65,1,85,36,46,3
경남,함안군,횡단보도상,4,0,4,2,2,0
경남,함안군,횡단보도부근,1,0,1,0,1,0
경남,함안군,기타/불명,6,0,9,3,5,1
경남,창녕군,교량위,2,0,3,2,1,0
경남,창녕군,기타단일로,156,22,217,118,94,5
경남,창녕군,교차로내,129,0,211,87,119,5
경남,창녕군,교차로부근,31,1,44,19,24,1
경남,창녕군,횡단보도상,2,0,2,1,1,0
경남,창녕군,횡단보도부근,1,0,1,1,0,0
경남,창녕군,기타/불명,4,0,5,2,3,0
경남,양산시,교량위,3,0,15,0,15,0
경남,양산시,고가도로위,2,0,2,2,0,0
경남,양산시,지하차도(도로)내,2,0,3,0,3,0
경남,양산시,기타단일로,543,16,766,185,404,177
경남,양산시,교차로내,467,5,696,177,359,160
경남,양산시,교차로부근,192,2,293,79,160,54
경남,양산시,횡단보도상,27,0,27,14,10,3
경남,양산시,횡단보도부근,10,0,20,6,11,3
경남,양산시,기타/불명,108,2,138,41,64,33
경남,고성군,기타단일로,164,12,224,82,140,2
경남,고성군,교차로내,97,9,147,63,84,0
경남,고성군,교차로부근,21,2,32,16,16,0
경남,고성군,횡단보도상,5,0,6,5,1,0
경남,고성군,횡단보도부근,5,1,4,2,2,0
경남,고성군,기타/불명,3,0,5,0,5,0
경남,사천시,교량위,4,3,5,1,4,0
경남,사천시,기타단일로,320,19,487,123,304,60
경남,사천시,교차로내,335,7,580,133,354,93
경남,사천시,교차로부근,97,1,177,41,98,38
경남,사천시,횡단보도상,14,0,15,10,5,0
경남,사천시,횡단보도부근,2,1,1,0,0,1
경남,사천시,기타/불명,1,0,1,0,1,0
경남,남해군,교량위,1,0,3,0,3,0
경남,남해군,지하차도(도로)내,1,0,1,1,0,0
경남,남해군,기타단일로,151,9,243,106,114,23
경남,남해군,교차로내,37,0,58,23,30,5
경남,남해군,교차로부근,16,2,17,12,5,0
경남,남해군,횡단보도상,1,0,1,0,1,0
경남,남해군,기타/불명,2,0,2,1,0,1
경남,하동군,기타단일로,127,11,186,81,91,14
경남,하동군,교차로내,58,1,77,29,44,4
경남,하동군,교차로부근,8,1,8,4,4,0
경남,하동군,횡단보도상,2,0,2,1,1,0
경남,산청군,교량위,2,1,5,2,3,0
경남,산청군,기타단일로,95,7,146,86,45,15
경남,산청군,교차로내,44,1,83,44,34,5
경남,산청군,교차로부근,10,1,14,9,3,2
경남,산청군,기타/불명,1,0,1,1,0,0
경남,함양군,터널안,1,0,8,3,5,0
경남,함양군,교량위,1,0,2,1,0,1
경남,함양군,고가도로위,1,0,3,2,1,0
경남,함양군,기타단일로,90,10,142,65,46,31
경남,함양군,교차로내,67,0,92,48,23,21
경남,함양군,교차로부근,14,0,17,8,6,3
경남,함양군,기타/불명,1,0,1,0,0,1
경남,거창군,교량위,2,0,2,1,1,0
경남,거창군,기타단일로,136,7,166,78,61,27
경남,거창군,교차로내,110,2,145,69,68,8
경남,거창군,교차로부근,16,0,21,10,10,1
경남,거창군,횡단보도상,5,0,6,1,4,1
경남,거창군,횡단보도부근,2,1,1,1,0,0
경남,거창군,기타/불명,1,0,1,1,0,0
경남,합천군,교량위,3,0,4,1,3,0
경남,합천군,기타단일로,114,10,153,73,75,5
경남,합천군,교차로내,45,1,72,41,27,4
경남,합천군,교차로부근,11,0,11,8,3,0
경남,합천군,기타/불명,3,2,1,0,1,0
경남,창원시(통합),터널안,29,0,71,21,48,2
경남,창원시(통합),교량위,8,1,23,3,19,1
경남,창원시(통합),고가도로위,3,0,6,3,3,0
경남,창원시(통합),지하차도(도로)내,5,0,9,2,7,0
경남,창원시(통합),기타단일로,1450,42,2138,738,1310,90
경남,창원시(통합),교차로내,1106,14,1630,566,1013,51
경남,창원시(통합),교차로부근,580,8,864,277,552,35
경남,창원시(통합),횡단보도상,107,6,110,60,47,3
경남,창원시(통합),횡단보도부근,36,0,57,26,25,6
경남,창원시(통합),기타/불명,63,2,76,26,48,2
제주,제주시,교량위,6,0,12,2,10,0
제주,제주시,고가도로위,1,0,1,1,0,0
제주,제주시,기타단일로,1538,31,2330,530,1564,236
제주,제주시,교차로내,1032,14,1653,390,1125,138
제주,제주시,교차로부근,553,2,858,160,607,91
제주,제주시,횡단보도상,150,7,158,59,91,8
제주,제주시,횡단보도부근,22,1,35,8,25,2
제주,제주시,기타/불명,80,3,99,15,70,14
제주,서귀포시,교량위,2,0,4,3,0,1
제주,서귀포시,기타단일로,545,15,829,261,395,173
제주,서귀포시,교차로내,459,11,770,264,397,109
제주,서귀포시,교차로부근,184,5,313,84,189,40
제주,서귀포시,횡단보도상,24,3,24,13,10,1
제주,서귀포시,횡단보도부근,6,0,9,4,5,0
제주,서귀포시,기타/불명,43,1,47,15,23,9
대구,중구,터널안,1,0,1,0,1,0
대구,중구,교량위,2,0,3,0,2,1
대구,중구,지하차도(도로)내,2,0,3,0,3,0
대구,중구,기타단일로,712,5,982,198,637,147
대구,중구,교차로내,223,0,381,87,242,52
대구,중구,교차로부근,232,1,345,81,216,48
대구,중구,횡단보도상,33,0,33,11,12,10
대구,중구,횡단보도부근,10,0,17,5,6,6
대구,중구,기타/불명,4,1,4,1,2,1
대구,동구,터널안,1,0,1,0,1,0
대구,동구,교량위,7,0,14,2,11,1
대구,동구,고가도로위,1,0,1,0,1,0
대구,동구,지하차도(도로)내,1,0,3,0,3,0
대구,동구,기타단일로,949,7,1397,325,969,103
대구,동구,교차로내,429,1,645,149,443,53
대구,동구,교차로부근,250,3,381,79,270,32
대구,동구,횡단보도상,59,4,60,33,27,0
대구,동구,횡단보도부근,8,0,8,5,2,1
대구,동구,기타/불명,32,0,36,10,22,4
대구,서구,터널안,1,0,1,0,1,0
대구,서구,교량위,3,0,3,1,1,1
대구,서구,지하차도(도로)내,3,0,4,3,1,0
대구,서구,기타단일로,791,8,1158,297,763,98
대구,서구,교차로내,309,2,460,126,285,49
대구,서구,교차로부근,219,2,340,89,222,29
대구,서구,횡단보도상,72,1,84,44,30,10
대구,서구,횡단보도부근,35,0,59,17,38,4
대구,서구,기타/불명,18,0,20,3,14,3
대구,남구,교량위,5,0,7,1,5,1
대구,남구,고가도로위,1,0,1,0,1,0
대구,남구,기타단일로,493,4,688,146,481,61
대구,남구,교차로내,224,1,340,96,227,17
대구,남구,교차로부근,157,0,205,37,153,15
대구,남구,횡단보도상,30,2,31,16,15,0
대구,남구,횡단보도부근,12,0,17,8,7,2
대구,남구,기타/불명,50,0,69,27,35,7
대구,북구,터널안,1,0,1,0,0,1
대구,북구,교량위,30,0,66,10,54,2
대구,북구,고가도로위,2,0,2,0,1,1
대구,북구,지하차도(도로)내,1,0,1,0,1,0
대구,북구,기타단일로,1199,14,1727,408,1187,132
대구,북구,교차로내,590,7,904,255,565,84
대구,북구,교차로부근,342,4,478,113,321,44
대구,북구,횡단보도상,124,4,131,65,58,8
대구,북구,횡단보도부근,35,1,47,15,29,3
대구,북구,기타/불명,106,0,133,34,93,6
대구,수성구,터널안,3,0,4,1,2,1
대구,수성구,교량위,6,0,6,1,4,1
대구,수성구,고가도로위,5,0,9,2,7,0
대구,수성구,지하차도(도로)내,2,0,6,3,3,0
대구,수성구,기타단일로,1088,11,1549,419,1006,124
대구,수성구,교차로내,424,5,647,207,385,55
대구,수성구,교차로부근,434,9,650,163,443,44
대구,수성구,횡단보도상,109,3,110,52,52,6
대구,수성구,횡단보도부근,32,1,44,20,21,3
대구,수성구,기타/불명,17,0,18,2,14,2
대구,달서구,터널안,1,0,3,1,1,1
대구,달서구,교량위,1,0,1,0,1,0
대구,달서구,고가도로위,1,0,2,0,2,0
대구,달서구,지하차도(도로)내,1,0,1,0,1,0
대구,달서구,기타단일로,1701,14,2349,510,1648,191
대구,달서구,교차로내,892,8,1392,303,992,97
대구,달서구,교차로부근,573,5,811,152,590,69
대구,달서구,횡단보도상,142,4,150,67,72,11
대구,달서구,횡단보도부근,41,1,47,15,26,6
대구,달서구,기타/불명,140,1,166,36,118,12
대구,달성군,터널안,6,0,20,8,11,1
대구,달성군,교량위,3,0,8,0,8,0
대구,달성군,고가도로위,2,0,2,0,2,0
대구,달성군,기타단일로,340,17,468,164,276,28
대구,달성군,교차로내,257,4,401,122,249,30
대구,달성군,교차로부근,177,6,247,74,159,14
대구,달성군,횡단보도상,9,0,10,8,2,0
대구,달성군,횡단보도부근,7,0,15,3,12,0
대구,달성군,기타/불명,5,0,5,0,4,1
인천,중구,교량위,3,0,5,0,5,0
인천,중구,고가도로위,5,0,5,1,4,0
인천,중구,기타단일로,222,3,361,96,225,40
인천,중구,교차로내,138,4,259,71,161,27
인천,중구,교차로부근,81,4,124,29,84,11
인천,중구,횡단보도상,15,0,16,10,5,1
인천,중구,횡단보도부근,4,0,6,0,3,3
인천,중구,기타/불명,13,0,14,1,11,2
인천,동구,고가도로위,1,0,1,0,1,0
인천,동구,기타단일로,42,1,61,17,40,4
인천,동구,교차로내,51,1,74,27,39,8
인천,동구,교차로부근,26,2,41,13,26,2
인천,동구,횡단보도상,8,1,9,7,2,0
인천,동구,횡단보도부근,2,0,2,0,2,0
인천,동구,기타/불명,3,0,4,0,4,0
인천,남구,터널안,1,0,1,0,1,0
인천,남구,교량위,4,0,8,1,6,1
인천,남구,고가도로위,5,0,7,0,7,0
인천,남구,지하차도(도로)내,2,0,2,0,2,0
인천,남구,기타단일로,667,8,876,180,626,70
인천,남구,교차로내,306,5,491,109,358,24
인천,남구,교차로부근,251,5,398,87,291,20
인천,남구,횡단보도상,38,0,52,16,35,1
인천,남구,횡단보도부근,13,0,23,7,15,1
인천,남구,기타/불명,40,0,47,11,35,1
인천,부평구,교량위,17,0,26,7,17,2
인천,부평구,고가도로위,4,0,8,4,4,0
인천,부평구,지하차도(도로)내,4,0,5,2,3,0
인천,부평구,기타단일로,636,7,930,240,640,50
인천,부평구,교차로내,376,3,587,193,374,20
인천,부평구,교차로부근,304,3,441,109,321,11
인천,부평구,횡단보도상,56,4,58,27,27,4
인천,부평구,횡단보도부근,22,0,33,14,17,2
인천,부평구,기타/불명,28,0,32,11,21,0
인천,남동구,터널안,6,0,8,3,5,0
인천,남동구,교량위,9,0,20,3,17,0
인천,남동구,고가도로위,4,0,5,4,0,1
인천,남동구,지하차도(도로)내,4,0,10,3,7,0
인천,남동구,기타단일로,1079,11,1628,353,1214,61
인천,남동구,교차로내,509,5,822,214,581,27
인천,남동구,교차로부근,280,3,408,93,302,13
인천,남동구,횡단보도상,74,0,78,39,36,3
인천,남동구,횡단보도부근,13,0,13,4,6,3
인천,남동구,기타/불명,1,0,1,1,0,0
인천,서구,터널안,3,0,3,1,1,1
인천,서구,교량위,10,1,58,16,40,2
인천,서구,고가도로위,9,0,23,13,7,3
인천,서구,지하차도(도로)내,7,0,13,3,10,0
인천,서구,기타단일로,690,14,1106,262,784,60
인천,서구,교차로내,356,4,567,146,395,26
인천,서구,교차로부근,242,3,349,81,252,16
인천,서구,횡단보도상,48,2,50,17,27,6
인천,서구,횡단보도부근,28,2,29,12,16,1
인천,서구,기타/불명,11,0,16,5,10,1
인천,연수구,터널안,3,1,4,1,3,0
인천,연수구,교량위,6,2,6,0,6,0
인천,연수구,고가도로위,2,0,4,2,2,0
인천,연수구,지하차도(도로)내,4,0,7,1,5,1
인천,연수구,기타단일로,304,7,450,133,308,9
인천,연수구,교차로내,215,3,329,124,196,9
인천,연수구,교차로부근,131,0,232,48,180,4
인천,연수구,횡단보도상,29,2,29,18,11,0
인천,연수구,횡단보도부근,4,0,4,2,2,0
인천,연수구,기타/불명,8,0,8,3,5,0
인천,계양구,교량위,10,1,15,4,10,1
인천,계양구,고가도로위,1,0,1,0,1,0
인천,계양구,지하차도(도로)내,4,0,6,0,6,0
인천,계양구,기타단일로,428,8,662,187,455,20
인천,계양구,교차로내,322,7,460,168,272,20
인천,계양구,교차로부근,137,2,178,54,118,6
인천,계양구,횡단보도상,33,0,41,17,24,0
인천,계양구,횡단보도부근,24,0,29,13,16,0
인천,계양구,기타/불명,10,0,10,2,7,1
인천,강화군,교량위,1,0,1,1,0,0
인천,강화군,기타단일로,141,4,205,105,94,6
인천,강화군,교차로내,76,0,130,57,70,3
인천,강화군,교차로부근,12,0,21,9,12,0
인천,강화군,횡단보도상,4,0,4,3,1,0
인천,강화군,기타/불명,5,0,9,2,6,1
인천,옹진군,교량위,2,0,3,1,2,0
인천,옹진군,기타단일로,26,1,40,17,21,2
인천,옹진군,교차로내,7,1,11,2,8,1
인천,옹진군,교차로부근,6,0,11,0,11,0
인천,옹진군,횡단보도상,1,1,0,0,0,0
광주,동구,터널안,2,0,3,0,3,0
광주,동구,교량위,3,0,4,3,1,0
광주,동구,고가도로위,1,0,1,0,1,0
광주,동구,기타단일로,321,1,487,58,413,16
광주,동구,교차로내,196,3,333,47,270,16
광주,동구,교차로부근,47,1,79,11,67,1
광주,동구,횡단보도상,17,1,17,8,9,0
광주,동구,횡단보도부근,8,0,12,2,10,0
광주,동구,기타/불명,77,1,107,13,93,1
광주,서구,교량위,5,0,8,1,7,0
광주,서구,고가도로위,2,0,5,0,5,0
광주,서구,지하차도(도로)내,1,0,1,1,0,0
광주,서구,기타단일로,964,15,1434,159,1246,29
광주,서구,교차로내,594,3,1052,161,875,16
광주,서구,교차로부근,470,3,804,79,710,15
광주,서구,횡단보도상,33,2,35,17,18,0
광주,서구,횡단보도부근,5,0,5,1,2,2
광주,서구,기타/불명,25,0,32,5,27,0
광주,북구,교량위,14,0,21,4,17,0
광주,북구,고가도로위,11,0,19,3,15,1
광주,북구,기타단일로,1054,21,1663,236,1396,31
광주,북구,교차로내,636,3,1111,115,965,31
광주,북구,교차로부근,362,2,556,72,466,18
광주,북구,횡단보도상,60,4,64,31,32,1
광주,북구,횡단보도부근,9,0,9,2,5,2
광주,북구,기타/불명,25,0,32,4,26,2
광주,광산구,터널안,4,0,9,0,7,2
광주,광산구,교량위,14,0,42,6,35,1
광주,광산구,고가도로위,2,0,4,1,3,0
광주,광산구,지하차도(도로)내,2,0,3,1,2,0
광주,광산구,기타단일로,872,16,1432,161,1227,44
광주,광산구,교차로내,649,11,1088,148,903,37
광주,광산구,교차로부근,406,0,633,57,564,12
광주,광산구,횡단보도상,25,0,29,8,21,0
광주,광산구,횡단보도부근,6,0,11,0,10,1
광주,광산구,기타/불명,20,0,26,7,16,3
광주,남구,터널안,4,0,6,2,4,0
광주,남구,교량위,4,1,6,0,6,0
광주,남구,고가도로위,10,0,17,4,13,0
광주,남구,기타단일로,452,4,688,78,570,40
광주,남구,교차로내,236,2,402,52,329,21
광주,남구,교차로부근,146,0,222,33,176,13
광주,남구,횡단보도상,29,1,30,9,20,1
광주,남구,횡단보도부근,9,2,10,3,7,0
광주,남구,기타/불명,32,0,44,9,35,0
대전,동구,터널안,2,0,2,1,1,0
대전,동구,교량위,5,0,7,2,5,0
대전,동구,고가도로위,2,0,3,0,3,0
대전,동구,지하차도(도로)내,2,0,2,1,1,0
대전,동구,기타단일로,603,16,861,200,639,22
대전,동구,교차로내,322,3,466,104,355,7
대전,동구,교차로부근,171,0,255,49,201,5
대전,동구,횡단보도상,60,2,63,30,33,0
대전,동구,횡단보도부근,12,1,12,3,9,0
대전,동구,기타/불명,15,0,23,3,19,1
대전,중구,터널안,1,0,2,2,0,0
대전,중구,교량위,6,0,17,5,12,0
대전,중구,고가도로위,8,0,14,5,9,0
대전,중구,기타단일로,565,6,850,198,642,10
대전,중구,교차로내,362,4,583,145,433,5
대전,중구,교차로부근,191,2,308,70,233,5
대전,중구,횡단보도상,52,0,55,32,22,1
대전,중구,횡단보도부근,19,2,23,7,16,0
대전,중구,기타/불명,13,0,15,3,12,0
대전,서구,터널안,3,0,11,2,9,0
대전,서구,교량위,16,0,23,2,20,1
대전,서구,고가도로위,1,0,5,0,5,0
대전,서구,지하차도(도로)내,5,0,8,2,5,1
대전,서구,기타단일로,909,14,1393,257,1092,44
대전,서구,교차로내,745,6,1179,264,898,17
대전,서구,교차로부근,461,3,694,113,560,21
대전,서구,횡단보도상,62,0,66,30,34,2
대전,서구,횡단보도부근,27,0,45,8,34,3
대전,서구,기타/불명,36,0,40,14,26,0
대전,유성구,터널안,2,0,2,0,2,0
대전,유성구,교량위,4,0,5,2,3,0
대전,유성구,고가도로위,2,0,13,1,12,0
대전,유성구,지하차도(도로)내,2,2,2,0,2,0
대전,유성구,기타단일로,582,12,919,205,694,20
대전,유성구,교차로내,482,4,771,175,582,14
대전,유성구,교차로부근,268,4,411,86,317,8
대전,유성구,횡단보도상,53,1,58,27,31,0
대전,유성구,횡단보도부근,24,0,36,6,30,0
대전,유성구,기타/불명,30,0,51,16,33,2
대전,대덕구,교량위,8,0,18,4,13,1
대전,대덕구,고가도로위,8,0,13,3,10,0
대전,대덕구,지하차도(도로)내,1,0,1,1,0,0
대전,대덕구,기타단일로,352,11,486,154,320,12
대전,대덕구,교차로내,211,1,334,94,230,10
대전,대덕구,교차로부근,134,1,196,47,139,10
대전,대덕구,횡단보도상,20,2,19,4,14,1
대전,대덕구,횡단보도부근,8,0,9,3,6,0
대전,대덕구,기타/불명,34,0,44,12,32,0
울산,중구,터널안,1,0,1,1,0,0
울산,중구,교량위,13,0,21,4,17,0
울산,중구,고가도로위,2,0,2,0,1,1
울산,중구,지하차도(도로)내,1,0,1,0,0,1
울산,중구,기타단일로,508,6,727,204,467,56
울산,중구,교차로내,358,4,551,159,334,58
울산,중구,교차로부근,104,1,162,33,117,12
울산,중구,횡단보도상,40,0,41,18,19,4
울산,중구,횡단보도부근,3,0,3,1,2,0
울산,중구,기타/불명,6,0,7,1,5,1
울산,남구,터널안,2,1,5,0,4,1
울산,남구,교량위,11,0,15,4,9,2
울산,남구,기타단일로,694,5,967,249,662,56
울산,남구,교차로내,571,8,836,241,567,28
울산,남구,교차로부근,452,4,654,156,476,22
울산,남구,횡단보도상,38,3,38,20,18,0
울산,남구,횡단보도부근,21,1,31,6,25,0
울산,남구,기타/불명,17,0,18,7,9,2
울산,동구,터널안,1,0,1,0,1,0
울산,동구,교량위,2,0,2,1,1,0
울산,동구,고가도로위,1,0,3,0,3,0
울산,동구,기타단일로,261,7,360,124,228,8
울산,동구,교차로내,180,4,221,89,128,4
울산,동구,교차로부근,121,0,163,54,106,3
울산,동구,횡단보도상,14,0,15,6,9,0
울산,동구,횡단보도부근,2,0,2,1,1,0
울산,동구,기타/불명,10,1,11,4,7,0
울산,북구,터널안,2,0,13,0,12,1
울산,북구,교량위,17,0,24,11,11,2
울산,북구,고가도로위,1,0,2,0,2,0
울산,북구,지하차도(도로)내,1,0,3,1,2,0
울산,북구,기타단일로,453,10,764,213,489,62
울산,북구,교차로내,231,5,354,112,200,42
울산,북구,교차로부근,123,2,210,53,140,17
울산,북구,철길건널목,1,0,1,1,0,0
울산,북구,횡단보도상,13,0,16,8,8,0
울산,북구,횡단보도부근,1,0,2,0,1,1
울산,북구,기타/불명,3,0,4,1,3,0
울산,울주군,교량위,10,0,28,4,23,1
울산,울주군,고가도로위,3,0,6,1,2,3
울산,울주군,지하차도(도로)내,1,0,1,0,0,1
울산,울주군,기타단일로,538,23,873,248,477,148
울산,울주군,교차로내,326,3,460,142,260,58
울산,울주군,교차로부근,189,4,302,92,176,34
울산,울주군,횡단보도상,10,2,9,3,4,2
울산,울주군,횡단보도부근,3,0,3,1,2,0
울산,울주군,기타/불명,8,0,10,1,8,1
세종,세종,터널안,3,0,8,3,5,0
세종,세종,교량위,6,1,10,4,6,0
세종,세종,고가도로위,2,0,3,1,2,0
세종,세종,지하차도(도로)내,1,0,2,0,2,0
세종,세종,기타단일로,238,11,354,139,195,20
세종,세종,교차로내,170,6,312,104,205,3
세종,세종,교차로부근,91,1,171,45,120,6
세종,세종,횡단보도상,20,0,20,14,5,1
세종,세종,횡단보도부근,3,0,4,0,3,1
세종,세종,기타/불명,2,0,3,1,2,0
